Incident Type,Council District,Mental Health Flag,Priority Level,Response Datetime,Response Year,Response Month,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Number of Units Arrived,Unit Time on Scene,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2015-10-14T22:49:08Z,2015,Oct,Wed,22,2015-10-14T22:51:05Z,2015-10-14T22:54:07Z,Edward,Crash Urgent,Crashes,2,239,234,0,0,0
Dispatched Incident,3,Mental Health Incident,Priority 3,2021-04-28T18:52:09Z,2021,Apr,Wed,18,2021-04-29T02:22:18Z,2021-04-29T03:46:28Z,Henry,Gun Other,Shoot/Stab,2,9914,27078,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2019-01-09T06:03:56Z,2019,Jan,Wed,6,2019-01-09T06:16:02Z,2019-01-09T06:18:18Z,Frank,Assist Non Emergency,Assistance,1,136,726,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2018-04-21T12:48:41Z,2018,Apr,Sat,12,2018-04-21T19:50:45Z,2018-04-21T20:01:37Z,Adam,Auto Theft Service,Auto Theft,1,652,25484,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2022-05-07T21:18:28Z,2022,May,Sat,21,2022-05-07T21:46:02Z,2022-05-07T21:46:36Z,Edward,Found/Abandoned Hazardous,Drugs,1,34,1767,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2016-08-15T16:29:57Z,2016,Aug,Mon,16,2016-08-15T16:44:29Z,2016-08-15T16:48:25Z,Edward,Check Welfare Urgent,Welfare Check,1,227,1032,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2017-06-15T20:52:30Z,2017,Jun,Thu,20,2017-06-15T20:52:31Z,2017-06-15T21:04:47Z,Edward,Traffic Stop,Traffic Stop/Hazard,1,736,1,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2021-06-07T12:43:23Z,2021,Jun,Mon,12,2021-06-07T12:51:49Z,2021-06-07T13:16:57Z,Baker,Trespass Urgent,Trespassing,1,1508,540,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2016-01-24T17:14:03Z,2016,Jan,Sun,17,2016-01-24T17:20:50Z,2016-01-24T17:58:19Z,Frank,Assist Non Emergency,Assistance,2,3317,468,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2019-12-31T17:44:50Z,2019,Dec,Tue,17,2019-12-31T17:58:51Z,2019-12-31T18:40:08Z,Henry,Crash Service,Crashes,2,4445,922,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2017-03-30T13:03:12Z,2017,Mar,Thu,13,2017-03-30T13:18:44Z,2017-03-30T13:55:41Z,Adam,Disturbance Other,Disturbance,2,4304,1035,0,0,0
Dispatched Incident,7,Mental Health Incident,Priority 0,2021-02-16T12:50:07Z,2021,Feb,Tue,12,2021-02-16T13:11:12Z,2021-02-16T15:20:57Z,Adam,Disturbance Hs,Disturbance,2,6539,1318,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2015-06-06T23:11:56Z,2015,Jun,Sat,23,2015-06-06T23:23:08Z,2015-06-07T00:33:37Z,Frank,Alarm Burglar,Alarms,2,7409,700,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2015-09-10T16:30:06Z,2015,Sep,Thu,16,2015-09-10T18:19:47Z,2015-09-10T22:17:22Z,Ida,Sex Crime Service,Sex Crimes,1,14255,6672,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 2,2018-03-29T15:05:01Z,2018,Mar,Thu,15,2018-03-29T15:21:13Z,2018-03-29T15:27:39Z,Adam,Traffic Hazard,Traffic Stop/Hazard,1,386,1039,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2021-09-20T18:45:52Z,2021,Sep,Mon,18,2021-09-20T19:03:36Z,2021-09-20T19:11:47Z,Frank,Crash Urgent,Crashes,1,491,1246,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2015-03-01T16:33:28Z,2015,Mar,Sun,16,2015-03-01T16:44:06Z,2015-03-01T16:45:01Z,Henry,Hang-Ups,Other,1,55,651,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2014-02-09T18:46:43Z,2014,Feb,Sun,18,2014-02-09T20:03:29Z,2014-02-09T20:11:32Z,Charlie,Check Welfare Service,Welfare Check,1,483,4636,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2019-06-30T15:18:13Z,2019,Jun,Sun,15,2019-06-30T15:37:14Z,2019-06-30T16:29:44Z,George,Suspicious Person,Suspicious Things,3,7654,1158,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2024-12-10T01:28:16Z,2024,Dec,Tue,1,2024-12-10T01:34:28Z,2024-12-10T02:12:06Z,Henry,Disturbance Hs,Disturbance,3,6038,389,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2014-09-12T13:42:01Z,2014,Sep,Fri,13,2014-09-12T13:43:32Z,2014-09-12T13:54:17Z,George,Disturbance Other,Disturbance,2,1281,120,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2019-02-16T23:05:15Z,2019,Feb,Sat,23,2019-02-16T23:51:02Z,2019-02-16T23:56:32Z,Ida,Check Welfare Service,Welfare Check,1,330,2910,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2017-11-15T13:21:03Z,2017,Nov,Wed,13,2017-11-15T13:29:17Z,2017-11-15T13:41:40Z,Henry,Nature Unknown Urgent,Other,1,743,524,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 0,2019-10-05T16:34:19Z,2019,Oct,Sat,16,2019-10-05T16:58:11Z,2019-10-05T18:32:51Z,Baker,Crash Hs,Crashes,2,11317,1639,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2020-10-01T21:14:37Z,2020,Oct,Thu,21,2020-10-01T21:33:42Z,2020-10-01T22:45:09Z,Ida,Crash Urgent,Crashes,2,8397,1199,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2015-02-11T08:29:04Z,2015,Feb,Wed,8,2015-02-11T08:46:34Z,2015-02-11T09:14:34Z,Baker,Crash Service,Crashes,1,1680,1089,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 0,2019-05-10T07:46:17Z,2019,May,Fri,7,2019-05-10T07:51:54Z,2019-05-10T08:22:38Z,David,Suspicious Person,Suspicious Things,2,2856,386,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2022-07-17T22:02:27Z,2022,Jul,Sun,22,2022-07-17T22:39:14Z,2022-07-18T00:01:29Z,Henry,Crash Urgent,Crashes,2,6739,2271,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2018-05-09T16:01:09Z,2018,May,Wed,16,2018-05-09T18:50:51Z,2018-05-09T20:24:49Z,Adam,Auto Theft,Auto Theft,1,4440,15342,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2024-07-18T21:18:08Z,2024,Jul,Thu,21,2024-07-18T21:20:36Z,2024-07-18T21:37:40Z,Ida,Alarm Burglar,Alarms,2,1866,189,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2015-09-20T18:55:24Z,2015,Sep,Sun,18,2015-09-20T18:57:41Z,2015-09-20T19:04:00Z,David,Alarm Burglar,Alarms,2,630,146,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-01-10T17:27:06Z,2014,Jan,Fri,17,2014-01-10T17:51:32Z,2014-01-10T20:25:10Z,Charlie,Trespass Urgent,Trespassing,2,9258,1482,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2024-10-25T22:07:57Z,2024,Oct,Fri,22,2024-10-25T22:42:58Z,2024-10-25T23:10:09Z,Frank,Traffic Hazard,Traffic Stop/Hazard,1,1631,2159,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2023-07-09T22:18:42Z,2023,Jul,Sun,22,2023-07-09T22:32:28Z,2023-07-09T22:59:32Z,Charlie,Alarm Burglar,Alarms,1,1624,864,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2020-06-01T04:48:43Z,2020,Jun,Mon,4,2020-06-01T07:20:24Z,2020-06-01T07:48:57Z,Edward,Robbery Service,Robbery,1,1713,9402,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 0,2017-01-03T18:01:55Z,2017,Jan,Tue,18,2017-01-03T18:07:04Z,2017-01-03T18:15:43Z,Adam,Disturbance Hs,Disturbance,3,1450,338,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2023-05-29T18:00:37Z,2023,May,Mon,18,2023-05-29T18:03:17Z,2023-05-29T18:23:48Z,Edward,Disturbance Other,Disturbance,3,2872,206,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2018-10-30T01:27:10Z,2018,Oct,Tue,1,2018-10-30T01:30:20Z,2018-10-30T02:17:11Z,Henry,Suspicious Person,Suspicious Things,3,5593,441,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2015-08-26T08:49:31Z,2015,Aug,Wed,8,2015-08-26T08:51:24Z,2015-08-26T10:03:06Z,Edward,Check Welfare Service,Welfare Check,2,8273,275,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2018-06-01T10:53:39Z,2018,Jun,Fri,10,2018-06-01T12:22:18Z,2018-06-01T12:37:58Z,Edward,Disturbance Other,Disturbance,1,940,5357,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2021-01-21T12:06:01Z,2021,Jan,Thu,12,2021-01-21T12:51:35Z,2021-01-21T13:20:27Z,Edward,Assist Non Emergency,Assistance,1,1157,2734,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2016-07-18T15:41:01Z,2016,Jul,Mon,15,2016-07-18T15:48:21Z,2016-07-18T16:48:55Z,Frank,Found/Abandoned Hazardous,Drugs,2,5282,521,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-01-25T01:44:55Z,2014,Jan,Sat,1,2014-01-25T01:46:13Z,2014-01-25T02:11:53Z,Ida,Assist Non Emergency,Assistance,6,3015,111,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 0,2024-09-27T10:11:33Z,2024,Sep,Fri,10,2024-09-27T10:13:26Z,2024-09-27T12:50:21Z,David,Disturbance Hs,Disturbance,4,23150,178,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2019-10-18T12:29:22Z,2019,Oct,Fri,12,2019-10-18T12:39:05Z,2019-10-18T12:39:14Z,Airport,Airport Assist,Assistance,1,9,583,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2019-04-10T02:09:16Z,2019,Apr,Wed,2,2019-04-10T02:13:20Z,2019-04-10T02:35:05Z,George,Disturbance Hs,Disturbance,3,2059,281,0,0,0
Dispatched Incident,7,Mental Health Incident,Priority 0,2023-07-05T18:49:18Z,2023,Jul,Wed,18,2023-07-05T18:58:32Z,2023-07-05T20:53:15Z,Adam,Suspicious Person,Suspicious Things,2,8833,640,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2016-05-27T15:41:42Z,2016,May,Fri,15,2016-05-27T16:07:54Z,2016-05-27T16:51:32Z,George,Teleserve Refusal,Other,1,2618,1645,0,0,0
Dispatched Incident,4,Mental Health Incident,Priority 1,2020-08-01T00:51:42Z,2020,Aug,Sat,0,2020-08-01T00:57:14Z,2020-08-01T02:52:49Z,Ida,Nature Unknown Urgent,Other,1,6935,406,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2017-11-09T05:54:36Z,2017,Nov,Thu,5,2017-11-09T05:54:37Z,2017-11-09T13:00:19Z,Adam,Working Traffic,Traffic Stop/Hazard,1,25542,1,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2015-09-04T22:43:46Z,2015,Sep,Fri,22,2015-09-04T22:47:21Z,2015-09-05T00:14:04Z,Henry,Nature Unknown Urgent,Other,2,7226,258,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2015-09-02T07:11:26Z,2015,Sep,Wed,7,2015-09-02T07:24:24Z,2015-09-02T07:52:08Z,Edward,Hang-Ups,Other,1,1664,794,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2018-05-14T11:53:28Z,2018,May,Mon,11,2018-05-14T11:59:08Z,2018-05-14T12:59:45Z,David,Found/Abandoned Hazardous,Drugs,2,7081,382,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2023-02-08T14:06:48Z,2023,Feb,Wed,14,2023-02-08T14:29:02Z,2023-02-08T15:43:12Z,David,Assist Non Emergency,Assistance,1,4450,1334,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2022-03-21T21:25:30Z,2022,Mar,Mon,21,2022-03-22T01:56:32Z,2022-03-22T02:50:29Z,Frank,Auto Theft Service,Auto Theft,2,5813,16563,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2015-06-29T16:18:15Z,2015,Jun,Mon,16,2015-06-29T16:26:37Z,2015-06-29T17:20:37Z,David,Check Welfare Urgent,Welfare Check,2,5232,559,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 0,2014-08-24T06:04:43Z,2014,Aug,Sun,6,2014-08-24T06:24:01Z,2014-08-24T08:12:20Z,Edward,Disturbance Other,Disturbance,2,8414,942,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 0,2016-10-23T06:46:49Z,2016,Oct,Sun,6,2016-10-23T06:50:35Z,2016-10-23T09:12:16Z,Baker,Crash Hs,Crashes,4,16289,271,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2023-04-26T13:51:06Z,2023,Apr,Wed,13,2023-04-26T14:43:55Z,2023-04-26T15:37:27Z,Edward,Service,Other,1,3212,3266,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2018-04-03T22:48:18Z,2018,Apr,Tue,22,2018-04-03T22:51:02Z,2018-04-03T23:31:10Z,Baker,Check Welfare Service,Welfare Check,1,2408,258,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2015-07-13T11:58:44Z,2015,Jul,Mon,11,2015-07-13T12:32:30Z,2015-07-13T12:36:20Z,Edward,Check Welfare Service,Welfare Check,1,230,2120,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2022-02-01T01:11:34Z,2022,Feb,Tue,1,2022-02-01T06:03:02Z,2022-02-01T06:21:46Z,Adam,Disturbance Other,Disturbance,1,1124,17558,0,0,0
Dispatched Incident,6,Not Mental Health Incident,Priority 3,2021-03-09T12:02:50Z,2021,Mar,Tue,12,2021-03-09T12:45:48Z,2021-03-09T13:29:12Z,Adam,Service,Other,1,2604,2646,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 2,2016-03-19T08:59:23Z,2016,Mar,Sat,8,2016-03-19T09:08:34Z,2016-03-19T09:13:53Z,Frank,Traffic Hazard,Traffic Stop/Hazard,2,340,669,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2024-01-13T11:51:29Z,2024,Jan,Sat,11,2024-01-13T12:44:57Z,2024-01-13T15:27:17Z,Henry,Doc / C.o. Violation,Disorderly Conduct,1,9740,3289,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2016-03-08T08:58:32Z,2016,Mar,Tue,8,2016-03-08T09:00:57Z,2016-03-08T10:42:13Z,Ida,Crash Urgent,Crashes,4,9638,176,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2016-01-05T11:38:13Z,2016,Jan,Tue,11,2016-01-05T12:05:23Z,2016-01-05T12:19:02Z,Edward,Assist Non Emergency,Assistance,2,1588,1759,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2022-08-04T14:35:55Z,2022,Aug,Thu,14,2022-08-04T14:36:27Z,2022-08-04T14:51:17Z,Baker,Alarm Robbery,Alarms,2,1696,32,0,0,0
Dispatched Incident,2,Mental Health Incident,Priority 2,2020-03-04T23:38:03Z,2020,Mar,Wed,23,2020-03-04T23:54:11Z,2020-03-05T00:06:28Z,Frank,Assist Non Emergency,Assistance,2,1432,1033,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2024-02-21T17:22:33Z,2024,Feb,Wed,17,2024-02-21T17:38:04Z,2024-02-21T18:17:35Z,Ida,Alarm Burglar,Alarms,2,3886,958,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2016-04-11T12:15:35Z,2016,Apr,Mon,12,2016-04-11T12:30:15Z,2016-04-11T12:32:40Z,Ida,Traffic Hazard,Traffic Stop/Hazard,1,116,959,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2017-11-28T13:38:42Z,2017,Nov,Tue,13,2017-11-28T14:44:03Z,2017-11-28T14:59:54Z,Baker,Crash Service,Crashes,1,951,4053,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2014-02-02T17:14:20Z,2014,Feb,Sun,17,2014-02-02T17:25:36Z,2014-02-02T17:34:11Z,Frank,Disturbance Other,Disturbance,1,515,730,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2018-02-13T19:14:49Z,2018,Feb,Tue,19,2018-02-13T19:41:42Z,2018-02-13T19:47:11Z,Adam,Hang-Up Residence,Other,1,329,1642,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2015-09-26T16:34:46Z,2015,Sep,Sat,16,2015-09-26T16:38:13Z,2015-09-26T21:08:01Z,Edward,Restore Rundberg Information,Administrative,5,77010,216,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 1,2019-11-12T09:04:20Z,2019,Nov,Tue,9,2019-11-12T09:11:31Z,2019-11-12T09:50:49Z,Frank,Check Welfare Service,Welfare Check,1,2358,548,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2022-06-08T17:21:16Z,2022,Jun,Wed,17,2022-06-08T17:32:52Z,2022-06-08T17:38:23Z,Henry,Disturbance Other,Disturbance,1,331,738,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2019-10-27T01:32:32Z,2019,Oct,Sun,1,2019-10-27T01:38:13Z,2019-10-27T01:39:57Z,David,Doc / C.o. Violation,Disorderly Conduct,1,104,389,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2021-01-18T20:09:10Z,2021,Jan,Mon,20,2021-01-18T20:26:33Z,2021-01-18T21:02:37Z,Ida,Trespass Urgent,Trespassing,2,3010,1080,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2017-06-25T00:07:20Z,2017,Jun,Sun,0,2017-06-25T00:07:20Z,2017-06-25T02:48:51Z,Airport,Checking Area,Administrative,1,9691,0,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 2,2019-02-18T00:02:52Z,2019,Feb,Mon,0,2019-02-18T00:09:01Z,2019-02-18T00:13:40Z,Frank,Alarm Burglar,Alarms,1,279,411,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2014-09-27T23:29:52Z,2014,Sep,Sat,23,2014-09-27T23:46:44Z,2014-09-28T00:22:04Z,Charlie,Check Welfare Service,Welfare Check,2,4170,1054,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 3,2017-06-13T21:39:34Z,2017,Jun,Tue,21,2017-06-13T22:13:01Z,2017-06-13T22:20:37Z,David,Auto Theft Service,Auto Theft,2,715,2148,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 3,2015-11-11T18:22:35Z,2015,Nov,Wed,18,2015-11-11T18:36:09Z,2015-11-11T18:43:23Z,Ida,Doc / C.o. Violation,Disorderly Conduct,1,434,844,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2017-11-16T20:50:07Z,2017,Nov,Thu,20,2017-11-16T22:06:52Z,2017-11-16T22:07:10Z,Frank,Doc / C.o. Violation,Disorderly Conduct,1,18,4616,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 0,2020-07-17T19:24:34Z,2020,Jul,Fri,19,2020-07-17T19:28:50Z,2020-07-17T19:31:12Z,Frank,Traffic Hazard Hs,Traffic Stop/Hazard,2,284,323,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2015-07-25T16:42:03Z,2015,Jul,Sat,16,2015-07-25T16:46:06Z,2015-07-25T17:41:45Z,Ida,Theft,Theft,2,5507,404,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2017-07-29T14:41:08Z,2017,Jul,Sat,14,2017-07-29T15:16:09Z,2017-07-29T15:58:24Z,Henry,Traffic Hazard,Traffic Stop/Hazard,1,2535,2111,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2015-12-31T20:44:42Z,2015,Dec,Thu,20,2015-12-31T20:46:54Z,2015-12-31T22:24:57Z,Ida,Check Welfare Urgent,Welfare Check,3,10055,225,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 1,2015-03-24T17:28:23Z,2015,Mar,Tue,17,2015-03-24T17:41:01Z,2015-03-24T18:31:06Z,David,Disturbance Hs,Disturbance,2,5083,807,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 1,2017-09-23T01:54:25Z,2017,Sep,Sat,1,2017-09-23T01:58:14Z,2017-09-23T02:09:11Z,Ida,Check Welfare Urgent,Welfare Check,1,428,306,0,0,0
Dispatched Incident,8,Not Mental Health Incident,Priority 2,2022-02-24T03:10:06Z,2022,Feb,Thu,3,2022-02-24T03:21:01Z,2022-02-24T03:29:34Z,David,Alarm Burglar,Alarms,2,1010,690,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 0,2019-02-21T20:30:22Z,2019,Feb,Thu,20,2019-02-21T20:32:38Z,2019-02-22T04:08:42Z,Edward,Crash Hs,Crashes,18,157155,155,0,0,0
Dispatched Incident,3,Mental Health Incident,Priority 2,2024-12-09T17:48:12Z,2024,Dec,Mon,17,2024-12-09T22:11:12Z,2024-12-09T22:42:50Z,Henry,Disturbance Other,Disturbance,2,3644,15930,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 2,2019-05-03T15:01:16Z,2019,May,Fri,15,2019-05-03T15:23:47Z,2019-05-03T15:41:14Z,Charlie,Trespass Urgent,Trespassing,2,1985,1428,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 3,2015-04-25T20:53:06Z,2015,Apr,Sat,20,2015-04-25T21:20:37Z,2015-04-25T21:31:18Z,Charlie,Doc / C.o. Violation,Disorderly Conduct,2,1230,1664,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 1,2017-07-24T04:44:33Z,2017,Jul,Mon,4,2017-07-24T04:47:40Z,2017-07-24T05:10:00Z,Frank,Check Welfare Urgent,Welfare Check,2,2576,261,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 3,2014-04-24T08:44:13Z,2014,Apr,Thu,8,2014-04-24T11:20:47Z,2014-04-24T11:31:28Z,Adam,Animal Urgent,Animal Related,1,641,9404,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 3,2024-07-10T10:29:29Z,2024,Jul,Wed,10,2024-07-10T10:37:50Z,2024-07-10T10:39:21Z,Charlie,Service,Other,1,91,577,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2015-11-10T14:32:40Z,2015,Nov,Tue,14,2015-11-10T18:20:20Z,2015-11-10T18:21:28Z,Ida,Service,Other,1,68,13794,0,0,0
Dispatched Incident,1,Not Mental Health Incident,Priority 1,2018-12-23T11:30:11Z,2018,Dec,Sun,11,2018-12-23T11:40:25Z,2018-12-23T13:55:42Z,Ida,Disturbance Urgent,Disturbance,4,16734,694,0,0,0
Dispatched Incident,0,Not Mental Health Incident,Priority 2,2016-02-05T07:16:44Z,2016,Feb,Fri,7,2016-02-05T07:35:52Z,2016-02-05T07:51:59Z,Adam,Disturbance Other,Disturbance,2,1773,1201,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 2,2024-08-11T18:17:25Z,2024,Aug,Sun,18,2024-08-11T18:29:12Z,2024-08-11T18:52:44Z,George,Trespass Urgent,Trespassing,3,4236,727,0,0,0
Dispatched Incident,3,Mental Health Incident,Priority 1,2024-06-06T17:51:25Z,2024,Jun,Thu,17,2024-06-06T22:49:09Z,2024-06-06T23:48:25Z,Henry,Check Welfare Service,Welfare Check,2,5918,17948,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2018-04-27T03:39:25Z,2018,Apr,Fri,3,2018-04-27T03:42:20Z,2018-04-27T03:45:26Z,Henry,Service,Other,1,186,270,0,0,0
Dispatched Incident,10,Not Mental Health Incident,Priority 2,2017-03-15T22:22:13Z,2017,Mar,Wed,22,2017-03-15T22:38:06Z,2017-03-15T22:57:22Z,Baker,Alarm Burglar,Alarms,2,2236,1051,0,0,0
Dispatched Incident,9,Not Mental Health Incident,Priority 1,2017-10-16T01:01:33Z,2017,Oct,Mon,1,2017-10-16T01:09:31Z,2017-10-16T01:22:49Z,Charlie,Traffic Hazard,Traffic Stop/Hazard,2,882,584,0,0,0
Dispatched Incident,2,Not Mental Health Incident,Priority 3,2022-02-03T18:00:34Z,2022,Feb,Thu,18,2022-02-03T18:07:22Z,2022-02-03T18:16:52Z,Frank,Check Welfare Service,Welfare Check,2,1117,414,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 3,2017-09-26T22:20:28Z,2017,Sep,Tue,22,2017-09-26T22:20:29Z,2017-09-26T22:38:32Z,Edward,Directed Patrol,Administrative,1,1083,1,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 2,2015-08-31T17:30:44Z,2015,Aug,Mon,17,2015-08-31T17:42:12Z,2015-08-31T17:58:13Z,Adam,Suspicious Unknown,Suspicious Things,2,1836,772,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 2,2022-02-15T12:59:46Z,2022,Feb,Tue,12,2022-02-15T15:27:11Z,2022-02-15T15:47:12Z,Charlie,Trespass Urgent,Trespassing,2,1547,8360,0,0,0
Dispatched Incident,5,Not Mental Health Incident,Priority 3,2018-03-16T05:26:51Z,2018,Mar,Fri,5,2018-03-16T06:50:50Z,2018-03-16T07:08:43Z,Frank,Auto Theft,Auto Theft,1,1073,5076,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 3,2020-03-10T11:09:32Z,2020,Mar,Tue,11,2020-03-10T11:31:17Z,2020-03-10T13:04:08Z,Henry,Service,Other,1,5571,1361,0,0,0
Dispatched Incident,3,Mental Health Incident,Priority 2,2020-04-20T22:12:20Z,2020,Apr,Mon,22,2020-04-20T22:18:00Z,2020-04-20T22:27:49Z,David,Check Welfare Service,Welfare Check,3,1164,482,0,0,0
Dispatched Incident,7,Not Mental Health Incident,Priority 0,2020-02-07T19:57:34Z,2020,Feb,Fri,19,2020-02-07T20:00:41Z,2020-02-07T21:56:49Z,Edward,Burglary Urgent,Burglary,3,10656,228,0,0,0
Dispatched Incident,4,Not Mental Health Incident,Priority 2,2016-06-02T08:57:44Z,2016,Jun,Thu,8,2016-06-02T09:18:49Z,2016-06-02T09:49:22Z,Ida,Trespass Urgent,Trespassing,1,1833,1467,0,0,0
Dispatched Incident,3,Not Mental Health Incident,Priority 0,2024-02-24T10:45:22Z,2024,Feb,Sat,10,2024-02-24T10:51:08Z,2024-02-24T12:14:41Z,Henry,Suspicious Vehicle,Suspicious Things,3,9482,448,0,0,0
